otel_ad,fiyat,Fiyat Aralığı,Bölge,Hava Alanına Uzaklığı,Denize Uzaklığı,Plaj,İskele,A la Carte Restoran,Asansör,Açık Restoran,Kapalı Restoran,Açık Havuz,Kapalı Havuz,Bedensel Engelli Odası,Bar,Su Kaydırağı,Balo Salonu,Kuaför,Otopark,Market,Sauna,Doktor,Beach Voley,Fitness,Canlı Eğlence,Wireless Internet,Animasyon,Sörf,Paraşüt,Araç Kiralama,Kano,SPA,Masaj,Masa Tenisi,Çocuk Havuzu,Çocuk Parkı
Le Meridien Bodrum Beach Resort,"42.083,16 TL",+33000,Bodrum - Adabükü ,"15 km, Milas HA ",Denize Sıfır,Özel Plaj,Var,0,1,1,1,1,1,1,4,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1
Rubi Platinum Sign,"45.818,25 TL",+33000,Antalya - Alanya-Türkler ,"104 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Plaj,Var,2,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1
Sentido Lycus Beach,"16.005,84 TL",15000-17000,Antalya - Alanya-Okurcalar ,"No Info km, No Info",Denize Sıfır,Özel Plaj,Yok,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
Side Square Hotel,"15.321,60 TL",15000-17000,Antalya - Side ,"No Info km, No Info",No Info,Özel Plaj,Yok,0,1,1,1,1,0,0,2,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0
Akay Garden Family Club,"8.212,50 TL",7000-9000,Çeşme - Ildır ,"80 km, Adnan Menderes HA ",750 Metre ve Üzeri,Özel Plaj,Yok,0,0,1,1,1,0,0,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
Elamir Beach Bungalow,"10.631,28 TL",9000-11000,Antalya - Kemer ,"55 km, Antalya HA ",50 - 100 Metre Arası,Özel Plaj,Yok,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0
Adin Beach Hotel,"33.120,00 TL",+33000,Antalya - Alanya-İncekum ,"105 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,3,1,1,2,6,2,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1
Melas Resort Hotel,"29.700,00 TL",29000-31000,Antalya - Side-Kumköy ,"65 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,0,1,1,1,1,0,3,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
Green Garden Resort Hotel,"24.480,00 TL",23000-25000,Antalya - Alanya-Obagöl ,"133 km, Antalya HA ",50 Metreye Kadar,Özel Plaj,Yok,1,1,1,1,6,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1
Suess Alaçatı,"18.000,00 TL",17000-19000,Çeşme - Alaçatı ,"90 km, Adnan Menderes HA ",750 Metre ve Üzeri,Yok,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Adenya Hotel Resort,"33.870,60 TL",+33000,Antalya - Alanya-Türkler ,"65 km, Gazipaşa ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,2,1,1,1,7,2,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
Champion Holiday Village,"30.801,60 TL",29000-31000,Antalya - Kemer-Beldibi ,"45 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,2,1,1,1,1,0,1,3,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
Hotel Turan Prince,"24.576,00 TL",23000-25000,Antalya - Side ,"55 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,3,1,1,1,3,1,0,11,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
İncekum Beach Resort,"24.990,00 TL",23000-25000,Antalya - Alanya-İncekum ,"98 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,2,0,2,1,2,1,1,3,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Juju Premier Palace (Ex. Amara Premier Palace),"32.400,00 TL",29000-33000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kempinski Hotel Barbaros Bay,"35.955,00 TL",+33000,Bodrum - Yalıçiftlik ,"38 km, BodrumHA",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,3,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
Lonicera Resort Spa Hotel,"30.723,00 TL",29000-31000,Antalya - Alanya-Avsallar ,"98 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,1,1,1,1,4,2,1,11,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Modern Saraylar Halal Hotel Spa,"18.450,00 TL",17000-19000,Antalya - Alanya-Avsallar ,"103 km, Antalya HA ",750 Metre ve Üzeri,Mavi Bayraklı Özel Plaj,Yok,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1
Sailors Beach Club,"17.923,27 TL",17000-19000,Antalya - Kemer-Kiriş ,"65 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,2,1,1,1,1,1,1,5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
Seaden Quality Resort,"40.374,45 TL",+33000,Antalya - Side-Bingeşik ,"64 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Sentido Kamelya Fulya Hotel,"17.981,58 TL",17000-19000,Antalya - Side-Çolaklı ,"55 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,5,1,1,1,8,4,0,6,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Hedef Beach Resort Spa,"1.756.715,28 TL",+33000,Antalya - Alanya-Konaklı ,"100 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Yok,3,0,1,1,1,1,1,5,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0
Orange County Belek,"26.733,00 TL",25000-27000,Antalya - Belek ,"35 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0
Seashell Resort Spa Hotel,"23.400,00 TL",23000-25000,Antalya - Side-Evrenseki ,"55 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,1,1,1,1,1,1,4,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
Side Star Beach,"6.750,00 TL",5000-7000,Antalya - Side-Manavgat ,"65 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,1,1,1,1,0,1,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Ayayorgi Hotel By T,"12.276,00 TL",11000-13000,Çeşme - Çeşme Merkez ,"97 km, Adnan Menderes HA ",750 Metre ve Üzeri,Yok,Yok,1,1,1,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Baldan Suites,"110.694,00 TL",+33000,Marmaris - Bozburun ,"130 km, Dalaman HA ",Denize Sıfır,Özel Plaj,Var,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Golden Key Bördübet,"47.994,00 TL",+33000,Marmaris - Bördübet ,"125 km, DalamanHA",500 - 600 Metre Arası,Özel Plaj,Var,2,0,2,0,1,0,0,4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0
Adalya Art Side Hotel,"14.641,83 TL",13000-15000,Antalya - Side-Evrenseki ,"60 km, Antalya HA ",300 - 400 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,5,1,1,1,1,1,1,5,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
Akra Hotel,"23.348,45 TL",23000-25000,Antalya - Lara ,"15 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,1,1,1,1,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0
Altın Yunus Hotel Spa – Çeşme,"18.225,00 TL",17000-19000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annabella Diamond Hotel Spa,"13.770,00 TL",13000-15000,Antalya - Alanya-İncekum ,"60 km, Gazipaşa HA ",Denize Sıfır,Özel Plaj,Yok,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
Aska Lara Resort Spa,"32.140,80 TL",29000-33000,Antalya - Lara-Kundu ,"12 km, Antalya HA ",500 - 600 Metre Arası,Mavi Bayraklı Özel Plaj,Var,5,1,1,1,4,2,1,8,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Aydınbey King`s Palace Hotel,"38.127,90 TL",+33000,Antalya - Side-Evrenseki ,"60 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,3,1,1,6,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Belconti Resort Hotel,"31.356,50 TL",29000-33000,Antalya - Belek-İskele ,"30 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,3,1,2,4,2,1,1,7,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
Blue Marlin Deluxe Spa Resort,"15.552,00 TL",15000-17000,Antalya - Alanya-Konaklı ,"55 km, Gazipaşa HA ",100 - 200 Metre Arası,Özel Plaj,Var,0,1,1,1,2,1,1,4,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1
Cape Bodrum Luxury Hotel Beach,"50.400,00 TL",+33000,Bodrum - Gündoğan ,"45 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,2,1,1,1,1,1,1,3,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0
Club Hotel Turan Prince World,"21.060,00 TL",21000-23000,Antalya - Side-Kızılağaç ,"75 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,3,0,1,1,3,1,1,7,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Corendon Playa Kemer,"21.654,60 TL",21000-23000,Antalya - Kemer-Beldibi ,"40 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,2,1,1,1,1,1,1,6,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
Doubletree By Hilton Antalya City Centre,"43.176,60 TL",+33000,Antalya - Antalya Merkez-Muratpaşa ,"15 km, Antalya ",No Info,Yok,Yok,1,1,1,2,1,1,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Doubletree By Hilton Bodrum Işıl Club Resort,"12.750,00 TL",11000-13000,Bodrum - Torba-Kaynar Mevkii ,"25 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,2,1,1,1,1,0,0,5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Elegance Hotel Marmaris,"24.675,84 TL",23000-25000,Marmaris - Siteler ,"95 km, Dalaman HA ",Denize Sıfır,Özel Plaj,Var,2,1,0,1,2,0,1,4,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1
Emelda Sun Club,"33.345,00 TL",+33000,Antalya - Kemer-Çamyuva ,"70 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,4,1,1,1,2,0,1,9,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
Kirman Calyptus Resort Spa,"17.100,00 TL",17000-19000,Antalya - Side ,"60 km, Antalya HA ",400 - 500 Metre Arası,Özel Plaj,Var,2,1,1,1,1,1,0,6,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1
Kirman Leodikya Resort,"23.625,00 TL",23000-25000,Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,1,1,1,1,1,1,1,7,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1
Kirman Sidera Luxury Spa,"19.500,00 TL",19000-21000,Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,5,1,1,1,2,1,1,5,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1
Lujo Bodrum,"64.213,50 TL",+33000,Bodrum - Güvercinlik ,"15 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,9,1,5,4,4,1,0,14,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
Martı La Perla,"18.432,00 TL",17000-19000,Marmaris - İçmeler ,"105 km, Dalaman HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,1,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
Mirage World Hotel,"15.637,05 TL",15000-17000,Marmaris - İçmeler ,"90 km, Dalaman ",50 - 100 Metre Arası,Özel Plaj,Yok,0,1,1,1,4,0,1,3,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
Mylome Luxury Hotel Resort,"24.008,40 TL",23000-25000,Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,5,1,1,1,3,1,0,7,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Nirvana Cosmopolitan Hotel,"39.785,25 TL",+33000,Antalya - Lara-Kundu ,"No Info km, No Info",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,5,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Orange County Alanya,"37.050,00 TL",+33000,Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,1,1,1,1,1,1,1,7,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
Pirate`s Beach Club,"14.400,00 TL",13000-15000,Antalya - Kemer-Tekirova ,"70 km, Antalya HA ",200 - 300 Metre Arası,Özel Plaj,Var,3,0,1,1,4,1,1,6,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
Port Nature Luxury Resort Hotel Spa,"18.144,00 TL",17000-19000,Antalya - Belek-Boğazkent ,"40 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,5,1,1,1,2,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Porto Bello Hotel Resort Spa,"18.792,00 TL",17000-19000,Antalya - Konyaaltı-Konyaaltı ,"20 km, Antalya HA ",50 Metreye Kadar,Özel Plaj,Yok,1,1,1,2,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Seven Seas Hotel Life,"23.400,00 TL",23000-25000,Antalya - Kemer-Göynük ,"45 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Plaj,Var,1,1,2,1,3,0,1,5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Side Star Elegance,"24.824,24 TL",23000-25000,Antalya - Side-Kumköy ,"65 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,5,1,1,1,3,0,0,8,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
Sky Business Hotel,"10.500,00 TL",9000-11000,Antalya - Antalya Merkez ,"9 km, Antalya HA ",Uygun Değil,Yok,Yok,1,1,1,2,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
Sueno Hotels Deluxe Belek,"43.875,00 TL",+33000,Antalya - Belek ,"30 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,6,1,2,2,1,2,1,6,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
Sueno Hotels Golf Belek,"40.500,00 TL",+33000,Antalya - Belek-Taşlıburun ,"30 km, Antalya HA ",300 - 400 Metre Arası,Mavi Bayraklı Özel Plaj,Var,0,1,2,2,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
Sunis Hotel Su,"30.375,00 TL",29000-31000,Antalya - Konyaaltı-Konyaaltı ,"18 km, Antalya HA ",Denize Sıfır,Yok,Yok,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1
Sunis Kumköy Beach Resort,"32.400,00 TL",29000-33000,Antalya - Side-Kumköy ,"60 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,6,1,1,1,6,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Swandor Hotels Resort Topkapı Palace,"30.958,20 TL",29000-31000,Antalya - Lara-Kundu ,"16 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,3,0,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
The Marmara Bodrum,"31.788,29 TL",29000-33000,Bodrum - Bodrum Merkez ,"35 km, Milas HA ",750 Metre ve Üzeri,Özel Plaj,Yok,1,0,1,1,2,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
Timo Deluxe Resort,"26.241,75 TL",25000-27000,Antalya - Alanya-Konaklı ,"110 km, Antalya ",Denize Sıfır (Aradan Yol Geçiyor),Mavi Bayraklı Özel Plaj,Yok,1,1,1,1,2,1,1,3,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
White City Resort Spa,"20.565,00 TL",19000-21000,Antalya - Alanya-Türkler ,"110 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,3,1,1,1,3,1,1,5,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Wind Of Lara Hotel Spa,"27.154,28 TL",27000-29000,Antalya - Lara ,"12 km, Antalya HA ",750 Metre ve Üzeri,Mavi Bayraklı Plaj,Yok,3,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
Side Sunport Hotel Spa (Ex. Side Sungate),"35.057,66 TL",+33000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swiss Otel Resort Spa Çeşme,"60.096,67 TL",+33000,Çeşme - Ilıca ,"87 km, Adnan Menderes ",100 - 200 Metre Arası,Mavi Bayraklı Özel Plaj,Var,3,1,0,0,1,1,1,3,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0
The Raga Side Hotel,"17.544,96 TL",17000-19000,Antalya - Side-Manavgat ,"55 km, Antalya HA ",50 - 100 Metre Arası,Özel Plaj,Yok,1,1,1,1,1,1,0,5,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0
Throne Beach Resort Spa,"14.805,00 TL",13000-15000,Antalya - Manavgat ,"80 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Yok,2,1,1,1,1,1,0,3,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1
Adrasan Beach Club Hotel,"9.450,00 TL",9000-11000,Antalya - Adrasan ,"120 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Yok,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
Ag Hotels Antalya,"11.069,14 TL",11000-13000,Antalya - Antalya Merkez-Muratpaşa ,"6 km, Antalya ",750 Metre ve Üzeri,Halk Plajı,Yok,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Alexius Beach Hotel,"9.524,97 TL",9000-11000,Antalya - Kemer-Beldibi ,"40 km, Antalya HA ",50 Metreye Kadar,Özel Plaj,Yok,0,0,1,1,1,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1
Ambrosia Hotel,"22.500,00 TL",21000-23000,Bodrum - Bitez ,"45 km, Bodrum Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,1,0,1,1,1,0,0,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
Marvida Hotel Akman Park,"17.784,00 TL",17000-19000,Antalya - Kemer-Çamyuva ,"55 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1
Merve Sun Hotel,"10.005,87 TL",9000-11000,Antalya - Side ,"65 km, Antalya ",300 - 400 Metre Arası,Özel Plaj,Yok,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1
Motto Premium Hotel Spa,"16.944,00 TL",15000-17000,Marmaris - Siteler ,"90 km, Dalaman ",50 Metreye Kadar,Özel Plaj,Yok,1,1,0,1,1,1,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1
Nashira City Resort Hotel,"20.748,19 TL",19000-21000,Antalya - Antalya Merkez ,"18 km, Antalya HA ",750 Metre ve Üzeri,Halk Plajı,Yok,1,1,1,1,1,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Olbia Hotel,"9.491,46 TL",9000-11000,Antalya - Konyaaltı ,"20 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Halk Plajı,Yok,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Optimum Luxury Hotel,"19.884,66 TL",19000-21000,Antalya - Lara ,"10 km, Antalya ",500 - 600 Metre Arası,Halk Plajı,Yok,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
Palmea Hotel,"9.072,00 TL",9000-11000,Marmaris - Armutalan ,"95 km, Dalaman HA ",100 - 200 Metre Arası,Halk Plajı,Yok,0,1,1,1,1,0,1,3,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1
Royal Atlantis Beach,"19.074,00 TL",19000-21000,Antalya - Side-Çolaklı ,"50 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,2,1,1,1,2,1,1,4,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Celeste Bella Luxury Hotel Spa,"16.428,00 TL",15000-17000,Bodrum - Ortakent-Yahşi-Ortakent ,"47 km, Milas HA ",300 - 400 Metre Arası,Özel Plaj,Yok,1,1,1,1,1,0,0,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
Club Hotel Sidelya,"18.921,00 TL",17000-19000,Antalya - Side ,"54 km, Antalya HA ",300 - 400 Metre Arası,Özel Plaj,Yok,1,0,1,1,2,0,1,6,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
Cooks Club Alanya +12 Adult Only,"12.329,32 TL",11000-13000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Farilya Special Class Hotel Bodrum,"25.920,00 TL",25000-27000,Bodrum - Gündoğan ,"48 km, Bodrum Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0
Golden Lotus Hotel,"16.672,50 TL",15000-17000,Antalya - Kemer-Merkez ,"55 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,0,0,1,1,1,1,1,3,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0
Green Garden Suites,"35.700,00 TL",+33000,Antalya - Alanya-Obagöl ,"39 km, Gazipaşa HA ",200 - 300 Metre Arası,Özel Plaj,Yok,1,1,1,1,1,0,0,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
İdaş Hotel +16,"11.768,40 TL",11000-13000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
İncekum Su Hotel,"15.091,23 TL",15000-17000,Antalya - Alanya ,"95 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,0,1,1,1,1,1,0,3,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1
Sofa Kaleiçi,"15.667,26 TL",15000-17000,Antalya - Muratpaşa ,"No Info km, No Info",No Info,Yok,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunny Hill Alya Hotel,"11.680,20 TL",11000-13000,Antalya - Alanya ,"125 km, Antalya HA ",200 - 300 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,0,0,1,1,2,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0
The Beachfront Hotel,"16.875,00 TL",15000-17000,Marmaris - Merkez ,"90 km, DalamanHA",Denize Sıfır,Özel Plaj,Yok,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0
Yalıhan Una Hotel,"23.814,00 TL",23000-25000,Antalya - Alanya-İncekum ,"65 km, GazipaşaHA",Denize Sıfır,Özel Plaj,Yok,2,1,1,1,1,0,1,3,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1
Ambassador Plaza Hotel	,"16.088,26 TL",15000-17000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orfeus Park Hotel,"17.879,40 TL",17000-19000,Antalya - Side-Çolaklı ,"55 km, Antalya HA ",300 - 400 Metre Arası,Özel Plaj,Yok,0,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
Orfeus Queen Spa,"17.997,00 TL",17000-19000,Antalya - Side-Çolaklı ,"55 km, Antalya HA ",300 - 400 Metre Arası,Yok,Yok,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1
Alkan Hotel,"8.640,00 TL",7000-9000,Marmaris - Merkez ,"96 km, Dalaman HA ",100 - 200 Metre Arası,Halk Plajı,Yok,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
